TrainNumber,TrainName,Type,Priority,Origin,Origin_Code,Destination,Destination_Code,AssignedRoute,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DwellTimeMinutes,RunningTimeMinutes,PlatformAssigned,TrackStatus,SignalState,Weather,PassengerLoad,Disruption
13198,Chhattisgarh Sampark Kranti,Goods,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:43,05:43,08:03,08:03,8,140,4,free,red,clear,0.61,none
12565,Mahakoshal Express,Goods,high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:38,04:38,06:24,06:24,7,106,4,occupied,green,clear,0.72,weather_delay
14588,NDLS-AGC Intercity,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:45,04:50,06:37,06:42,5,112,3,maintenance,yellow,rain,0.7,none
12437,Kota Janshatabdi,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:13,05:13,06:59,06:59,10,106,3,free,green,clear,0.69,signal_failure
13297,Malwa Express,Superfast,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:22,04:32,06:25,06:35,5,123,1,free,yellow,fog,0.91,track_blockage
12559,Gwalior Intercity,Superfast,super high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:50,05:50,07:40,07:40,3,110,4,free,green,clear,0.91,none
12429,Gatimaan Express,Express,high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:21,04:21,06:19,06:19,9,118,1,maintenance,green,rain,0.94,none
12382,Bhopal Shatabdi Express,Passenger,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:47,05:47,08:30,08:30,8,163,4,occupied,green,storm,0.63,none
12662,Taj Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:35,04:35,07:23,07:23,8,168,4,free,green,clear,0.6,none
13008,Kerala Express,Goods,super high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:51,05:06,06:46,07:01,9,115,3,maintenance,red,clear,0.69,none
13208,Chhattisgarh Sampark Kranti,Goods,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:45,05:55,08:43,08:53,2,178,4,maintenance,green,fog,0.77,none
12575,Mahakoshal Express,Superfast,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:51,04:51,06:37,06:37,6,106,1,maintenance,green,storm,0.91,none
14598,NDLS-AGC Intercity,Goods,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:29,05:29,07:13,07:13,10,104,1,free,red,fog,0.77,none
12447,Kota Janshatabdi,Goods,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:11,05:11,07:30,07:30,6,139,1,free,green,rain,0.54,signal_failure
13307,Malwa Express,Express,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:19,05:34,07:43,07:58,2,144,1,maintenance,yellow,clear,0.97,none
12569,Gwalior Intercity,Passenger,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:47,05:57,07:35,07:45,8,108,3,free,yellow,storm,0.67,none
12439,Gatimaan Express,Goods,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:24,05:34,07:17,07:27,5,113,2,maintenance,green,fog,0.71,signal_failure
12392,Bhopal Shatabdi Express,Express,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:16,04:19,06:29,06:32,2,133,4,occupied,green,storm,0.95,track_blockage
12672,Taj Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:38,05:38,08:00,08:00,7,142,2,free,green,rain,0.73,weather_delay
13018,Kerala Express,Passenger,super high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:43,05:43,08:34,08:34,3,171,2,free,red,storm,0.78,track_blockage
13218,Chhattisgarh Sampark Kranti,Passenger,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:05,04:20,06:00,06:15,5,115,1,free,yellow,storm,0.9,none
12585,Mahakoshal Express,Superfast,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:48,05:48,08:24,08:24,6,156,3,maintenance,green,fog,0.66,none
14608,NDLS-AGC Intercity,Superfast,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:26,05:26,07:55,07:55,7,149,4,maintenance,red,fog,0.91,track_blockage
12457,Kota Janshatabdi,Superfast,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:45,05:00,07:07,07:22,5,142,4,occupied,green,storm,0.51,signal_failure
13317,Malwa Express,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:48,04:51,07:48,07:51,9,180,4,maintenance,yellow,clear,0.91,none
12579,Gwalior Intercity,Superfast,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:31,05:31,07:54,07:54,9,143,3,occupied,red,fog,0.64,none
12449,Gatimaan Express,Express,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:47,05:57,07:33,07:43,8,106,2,free,green,storm,0.6,none
12402,Bhopal Shatabdi Express,Express,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:20,04:20,06:44,06:44,9,144,1,maintenance,red,rain,0.59,track_blockage
12682,Taj Express,Express,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:02,05:05,06:44,06:47,7,102,1,occupied,yellow,clear,0.59,none
13028,Kerala Express,Goods,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:14,04:14,05:57,05:57,8,103,2,maintenance,green,clear,0.71,none
13228,Chhattisgarh Sampark Kranti,Express,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:01,04:04,06:58,07:01,6,177,3,maintenance,green,clear,0.71,weather_delay
12595,Mahakoshal Express,Express,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:42,05:42,08:20,08:20,8,158,4,free,yellow,rain,0.98,none
14618,NDLS-AGC Intercity,Superfast,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:18,04:21,06:22,06:25,10,124,2,maintenance,red,storm,0.52,none
12467,Kota Janshatabdi,Passenger,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:32,05:37,08:07,08:12,5,155,2,maintenance,yellow,rain,0.66,none
13327,Malwa Express,Goods,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:03,04:06,06:36,06:39,6,153,2,free,red,rain,0.63,none
12589,Gwalior Intercity,Passenger,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:47,05:47,08:16,08:16,2,149,3,maintenance,green,storm,0.88,none
12459,Gatimaan Express,Superfast,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:35,04:35,07:01,07:01,6,146,2,occupied,green,clear,0.96,none
12412,Bhopal Shatabdi Express,Passenger,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:39,04:39,07:07,07:07,2,148,3,maintenance,yellow,fog,0.78,none
12692,Taj Express,Passenger,goods-only,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:01,05:06,07:11,07:16,9,130,4,occupied,yellow,rain,0.62,breakdown
13038,Kerala Express,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:44,04:44,06:52,06:52,6,128,1,free,red,fog,0.76,none
13238,Chhattisgarh Sampark Kranti,Goods,super high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:47,04:50,06:48,06:51,9,121,1,free,yellow,rain,0.64,none
12605,Mahakoshal Express,Goods,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:02,05:02,07:54,07:54,8,172,2,free,green,fog,0.78,none
14628,NDLS-AGC Intercity,Passenger,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:41,05:41,08:27,08:27,9,166,2,free,green,clear,0.97,signal_failure
12477,Kota Janshatabdi,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:20,04:20,06:25,06:25,4,125,1,free,red,rain,0.77,none
13337,Malwa Express,Goods,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:58,05:08,06:41,06:51,10,103,4,free,green,storm,0.7,none
12599,Gwalior Intercity,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:27,04:27,07:12,07:12,10,165,4,free,green,fog,0.88,breakdown
12469,Gatimaan Express,Express,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:05,04:05,06:57,06:57,8,172,3,occupied,red,fog,0.67,track_blockage
12422,Bhopal Shatabdi Express,Superfast,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:28,05:28,07:18,07:18,10,110,2,maintenance,red,rain,0.65,track_blockage
12702,Taj Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:40,04:55,06:25,06:40,2,105,3,occupied,red,rain,0.85,none
13048,Kerala Express,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:53,05:53,08:13,08:13,8,140,2,occupied,yellow,storm,0.68,track_blockage
13248,Chhattisgarh Sampark Kranti,Superfast,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:31,05:31,08:12,08:12,6,161,2,maintenance,yellow,fog,0.63,weather_delay
12615,Mahakoshal Express,Goods,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:20,05:25,07:36,07:41,7,136,1,occupied,red,storm,0.76,none
14638,NDLS-AGC Intercity,Passenger,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:03,04:03,06:30,06:30,4,147,3,occupied,green,rain,0.59,none
12487,Kota Janshatabdi,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:49,05:49,07:33,07:33,6,104,3,maintenance,red,storm,0.66,breakdown
13347,Malwa Express,Passenger,goods-only,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:25,04:25,07:22,07:22,5,177,4,maintenance,green,clear,0.86,track_blockage
12609,Gwalior Intercity,Goods,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:38,04:38,06:21,06:21,8,103,1,free,green,rain,0.9,none
12479,Gatimaan Express,Superfast,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:17,04:17,07:11,07:11,9,174,4,occupied,yellow,fog,0.87,none
12432,Bhopal Shatabdi Express,Superfast,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:05,05:10,07:40,07:45,10,155,4,free,green,rain,0.58,track_blockage
12712,Taj Express,Superfast,goods-only,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,06:00,06:00,08:20,08:20,5,140,2,maintenance,green,fog,0.53,none
13058,Kerala Express,Passenger,super high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:47,05:52,08:30,08:35,4,163,1,occupied,green,storm,0.56,none
13258,Chhattisgarh Sampark Kranti,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:33,05:33,08:00,08:00,5,147,3,occupied,red,clear,0.51,none
12625,Mahakoshal Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:21,05:21,08:20,08:20,3,179,1,free,red,fog,0.96,none
14648,NDLS-AGC Intercity,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:45,05:45,08:39,08:39,2,174,3,free,red,rain,0.92,none
12497,Kota Janshatabdi,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:22,04:22,06:49,06:49,7,147,1,maintenance,red,storm,0.83,none
13357,Malwa Express,Goods,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:01,04:11,06:12,06:22,8,131,2,maintenance,green,rain,0.55,breakdown
12619,Gwalior Intercity,Express,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:33,04:33,07:10,07:10,9,157,1,maintenance,yellow,rain,0.67,signal_failure
12489,Gatimaan Express,Superfast,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:42,05:42,07:48,07:48,2,126,2,maintenance,green,fog,0.68,none
12442,Bhopal Shatabdi Express,Passenger,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:37,05:42,08:34,08:39,6,177,3,occupied,green,rain,0.57,none
12722,Taj Express,Goods,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:39,05:39,07:50,07:50,9,131,3,maintenance,yellow,clear,0.84,none
13068,Kerala Express,Passenger,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:35,04:40,07:33,07:38,10,178,2,maintenance,green,storm,0.65,none
13268,Chhattisgarh Sampark Kranti,Goods,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:31,05:34,08:29,08:32,4,178,4,maintenance,green,rain,0.52,none
12635,Mahakoshal Express,Express,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:59,05:09,06:52,07:02,2,113,3,occupied,yellow,clear,0.97,none
14658,NDLS-AGC Intercity,Passenger,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:11,05:21,07:06,07:16,2,115,4,occupied,yellow,fog,0.77,none
12507,Kota Janshatabdi,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:32,05:32,08:24,08:24,6,172,1,maintenance,red,clear,0.94,weather_delay
13367,Malwa Express,Passenger,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:24,05:24,08:20,08:20,5,176,1,occupied,green,clear,0.97,none
12629,Gwalior Intercity,Goods,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:21,05:24,07:22,07:25,7,121,3,occupied,green,fog,0.61,none
12499,Gatimaan Express,Goods,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:47,04:47,07:41,07:41,6,174,4,free,red,storm,0.78,none
12452,Bhopal Shatabdi Express,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:33,04:33,07:16,07:16,2,163,4,maintenance,red,fog,0.56,none
12732,Taj Express,Goods,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:10,04:10,06:33,06:33,7,143,3,maintenance,green,clear,0.82,signal_failure
13078,Kerala Express,Superfast,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:28,05:38,07:08,07:18,2,100,1,occupied,yellow,clear,0.74,none
13278,Chhattisgarh Sampark Kranti,Passenger,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:29,05:32,07:46,07:49,9,137,4,occupied,yellow,rain,0.52,none
12645,Mahakoshal Express,Superfast,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:57,05:00,07:31,07:34,3,154,2,free,green,clear,0.55,none
14668,NDLS-AGC Intercity,Superfast,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:47,04:57,06:51,07:01,5,124,4,maintenance,yellow,rain,0.72,none
12517,Kota Janshatabdi,Passenger,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:23,05:38,07:25,07:40,10,122,4,maintenance,green,fog,0.84,none
13377,Malwa Express,Goods,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:29,04:29,06:42,06:42,9,133,2,free,yellow,fog,0.71,none
12639,Gwalior Intercity,Goods,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:23,04:23,06:23,06:23,8,120,2,maintenance,green,clear,0.59,none
12509,Gatimaan Express,Goods,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:58,04:58,07:06,07:06,5,128,3,free,green,rain,0.96,none
12462,Bhopal Shatabdi Express,Goods,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:07,05:07,08:07,08:07,6,180,3,maintenance,green,clear,0.69,none
12742,Taj Express,Superfast,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:13,04:13,06:21,06:21,6,128,3,maintenance,yellow,storm,0.64,breakdown
13088,Kerala Express,Superfast,high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:49,05:49,08:32,08:32,10,163,2,occupied,yellow,fog,0.68,none
13288,Chhattisgarh Sampark Kranti,Superfast,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:36,04:36,07:03,07:03,6,147,4,occupied,yellow,clear,0.7,none
12655,Mahakoshal Express,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:54,05:54,07:44,07:44,4,110,1,occupied,green,storm,0.95,none
14678,NDLS-AGC Intercity,Passenger,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:37,05:37,08:02,08:02,9,145,1,maintenance,yellow,rain,0.71,none
12527,Kota Janshatabdi,Superfast,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:07,04:07,06:10,06:10,3,123,2,free,red,fog,0.84,none
13387,Malwa Express,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:07,05:07,07:20,07:20,5,133,3,occupied,red,clear,0.57,none
12649,Gwalior Intercity,Superfast,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:20,05:20,07:05,07:05,6,105,3,free,red,fog,0.9,track_blockage
12519,Gatimaan Express,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:58,05:03,06:46,06:51,9,108,2,maintenance,green,rain,0.99,none
12472,Bhopal Shatabdi Express,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:02,04:02,06:46,06:46,3,164,2,occupied,green,rain,0.77,weather_delay
12752,Taj Express,Passenger,high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:16,04:16,06:48,06:48,10,152,1,maintenance,red,fog,0.86,none
13098,Kerala Express,Goods,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:54,05:54,08:39,08:39,4,165,1,occupied,red,storm,0.95,signal_failure
13298,Chhattisgarh Sampark Kranti,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,06:00,06:00,08:58,08:58,2,178,3,maintenance,yellow,rain,0.6,none
12665,Mahakoshal Express,Superfast,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:37,04:37,06:40,06:40,2,123,3,occupied,green,storm,0.63,signal_failure
14688,NDLS-AGC Intercity,Passenger,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:13,05:23,07:13,07:23,10,120,1,free,red,clear,0.58,none
12537,Kota Janshatabdi,Superfast,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:42,04:42,07:27,07:27,4,165,1,free,green,rain,0.52,none
13397,Malwa Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:48,04:48,07:27,07:27,4,159,4,maintenance,yellow,fog,0.54,none
12659,Gwalior Intercity,Goods,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:04,04:04,06:26,06:26,3,142,1,maintenance,yellow,clear,0.61,none
12529,Gatimaan Express,Superfast,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:00,04:00,05:54,05:54,9,114,3,free,yellow,fog,0.88,none
12482,Bhopal Shatabdi Express,Goods,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:31,05:31,08:29,08:29,2,178,4,occupied,yellow,clear,0.61,none
12762,Taj Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:13,04:13,06:41,06:41,6,148,2,maintenance,yellow,fog,0.69,none
13108,Kerala Express,Express,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:05,05:05,07:10,07:10,9,125,2,free,yellow,fog,0.94,none
13308,Chhattisgarh Sampark Kranti,Passenger,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:59,06:02,08:50,08:53,3,171,3,free,red,storm,0.99,none
12675,Mahakoshal Express,Express,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:29,04:29,06:46,06:46,3,137,3,occupied,green,clear,0.53,none
14698,NDLS-AGC Intercity,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:25,04:28,06:39,06:42,7,134,4,free,red,clear,0.83,none
12547,Kota Janshatabdi,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:56,04:59,07:48,07:51,10,172,1,free,green,fog,0.65,weather_delay
13407,Malwa Express,Superfast,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:16,04:16,06:02,06:02,5,106,3,maintenance,red,fog,0.59,none
12669,Gwalior Intercity,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:11,05:11,08:04,08:04,4,173,1,maintenance,green,clear,0.63,none
12539,Gatimaan Express,Passenger,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:56,04:56,07:22,07:22,5,146,2,free,green,storm,0.73,weather_delay
12492,Bhopal Shatabdi Express,Express,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:55,05:55,07:53,07:53,2,118,2,occupied,red,storm,0.62,track_blockage
12772,Taj Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:03,04:03,05:48,05:48,6,105,1,occupied,green,fog,0.94,signal_failure
13118,Kerala Express,Passenger,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:14,04:14,06:18,06:18,9,124,4,maintenance,green,rain,0.76,track_blockage
13318,Chhattisgarh Sampark Kranti,Passenger,high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:50,05:50,07:36,07:36,7,106,4,occupied,red,fog,0.68,weather_delay
12685,Mahakoshal Express,Superfast,goods-only,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:02,05:02,07:49,07:49,4,167,3,occupied,yellow,storm,0.53,weather_delay
14708,NDLS-AGC Intercity,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:05,05:08,06:45,06:48,4,100,2,free,green,storm,0.65,none
12557,Kota Janshatabdi,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:56,05:56,08:54,08:54,8,178,1,free,green,fog,0.63,breakdown
13417,Malwa Express,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:39,04:54,07:35,07:50,8,176,2,maintenance,yellow,storm,0.99,weather_delay
12679,Gwalior Intercity,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:15,04:15,07:07,07:07,4,172,4,maintenance,green,rain,0.85,track_blockage
